,Organisation Name,City,County,Type & Rating,Route
27412,Holloway UK Ltd,London,,Worker (A rating),Skilled Worker
27416,Holly Health Ltd,London,London,Worker (A rating),Skilled Worker
27421,HOLLYBROOK CONSTRUCTION LIMITED,London,,Worker (A rating),Skilled Worker
27425,Hollyport Capital LLP,London,,Worker (A rating),Skilled Worker
27426,Hollyport Capital LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27428,HOLLYWOODS CAFE LTD,London,,Worker (A rating),Skilled Worker
27430,Holman Fenwick Willan LLP,London,,Worker (A rating),Skilled Worker
27431,Holman Fenwick Willan LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27439,Holmusk Europe,London,,Worker (A rating),Skilled Worker
27441,Holocaust Memorial Day Trust,London,County (optional),Temporary Worker (A rating),Charity Worker
27444,Holome Technologies Limited,London,London,Worker (A rating),Skilled Worker
27448,Holt Architecture,London,Wandsworth,Worker (A rating),Skilled Worker
27457,Holy Cow (Archway) Limited T/A Holy Cow,London,,Worker (A rating),Skilled Worker
27458,Holy Cow (Balham) Limited T/A Holy Cow,London,,Worker (A rating),Skilled Worker
27459,Holy Cow (Islington) Limited TA Holy Cow,London,,Worker (A rating),Skilled Worker
27460,Holy Cow (Putney) Limited T/A Holy Cow,London,,Worker (A rating),Skilled Worker
27461,Holy Cow Fine Indian Food Ltd TA Holy Cow,London,,Worker (A rating),Skilled Worker
27475,Holy Mission of Guru Nanak,London,,Worker (A rating),Tier 2 Ministers of Religion
27476,Holy Mission of Guru Nanak,London,,Temporary Worker (A rating),Charity Worker
27477,Holy Mission of Guru Nanak,London,,Worker (A rating),Skilled Worker
27480,Holy Shot Limited,London,,Worker (A rating),Skilled Worker
27482,Holy Trinity Church,London,,Temporary Worker (A rating),Religious Worker
27483,Holy Trinity Church,London,,Worker (A rating),Tier 2 Ministers of Religion
27507,Home Grown Club,London,Marylebone,Worker (A rating),Skilled Worker
27509,Home House Limited,London,,Worker (A rating),Skilled Worker
27512,Home Sight UK Ltd,London,,Worker (A rating),Skilled Worker
27524,HOMEDOTCARE LTD,London,,Worker (A rating),Skilled Worker
27525,Homefans Limited,London,,Worker (A rating),Skilled Worker
27529,Homelike Internet GmbH,London,,Worker (A rating),Skilled Worker
27532,Home-Made UK Properties Limited,London,,Worker (A rating),Skilled Worker
27535,Homerton Healthcare NHS Foundation Trust,London,Hackney,Worker (A rating),Skilled Worker
27536,Homes and Communities Agency,London,,Worker (A rating),Skilled Worker
27543,Homesly Properties Limited,London,,Worker (A rating),Skilled Worker
27550,Hometrack Data Systems Limited,London,London,Worker (A rating),Skilled Worker
27554,HomeWork Workspace Limited,London,,Worker (A rating),Skilled Worker
27555,Homie Limited,London,,Worker (A rating),Skilled Worker
27565,Honest AI Ltd,London,Canary Wharf,Worker (A rating),Skilled Worker
27566,Honest Burgers Ltd,London,,Worker (A rating),Skilled Worker
27575,Honeywell Construction Limited,London,,Worker (A rating),Skilled Worker
27578,HONI POKE LTD,London,,Worker (A rating),Skilled Worker
27586,Hoonar Tekwurks Consulting Limited,London,,Worker (A rating),Skilled Worker
27587,Hoonar Tekwurks Consulting Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27591,Hootananny Brixton,London,,Temporary Worker (A rating),Creative Worker
27592,Hootsuite Media UK Ltd,London,,Worker (A rating),Skilled Worker
27593,Hootsuite Media UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27594,HooYu Ltd,London,,Worker (A rating),Skilled Worker
27595,Hooyu ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27596,Hooyu ltd,London,,Worker (A rating),Skilled Worker
27600,Hope Care Agency,London,,Worker (A rating),Skilled Worker
27622,Hope&Glory Communications LLP,London,,Worker (A rating),Skilled Worker
27623,Hope&Glory PR Limited,London,,Worker (A rating),Skilled Worker
27627,HOPIN LTD,London,,Worker (A rating),Skilled Worker
27628,HOPIN LTD,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27629,Hopkins Architects Ltd,London,,Worker (A rating),Skilled Worker
27630,Hopkins Architects Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27632,HOPPER UK INC. LTD,London,,Worker (A rating),Skilled Worker
27633,HOPPER UK INC. LTD,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27640,HORAE SERVICES LIMITED,London,,Worker (A rating),Skilled Worker
27645,Hori (U.K.) Limited,London,,Worker (A rating),Skilled Worker
27646,Hori (U.K.) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27656,Horizon Asset LLP,London,,Worker (A rating),Skilled Worker
27657,Horizon Asset LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27664,Horizon Industries International Ltd,London,,Worker (A rating),Skilled Worker
27665,Horizon Industries International Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27667,Horizonte Minerals Plc.,London,,Worker (A rating),Skilled Worker
27672,Hornsey Appliance Centre Limited,London,,Worker (A rating),Skilled Worker
27673,Hornsey Day Nursery,London,,Worker (A rating),Skilled Worker
27675,Horse & Fish Ltd,London,,Worker (A rating),Skilled Worker
27678,Horse's Mouth Media Limited,London,,Worker (A rating),Skilled Worker
27687,Horton and Horton Fire Limited,London,London,Worker (A rating),Skilled Worker
27690,Horus Security Consultancy Ltd,London,,Worker (A rating),Skilled Worker
27695,Hosking Partners LLP,London,,Worker (A rating),Skilled Worker
27705,Hostology Limited,London,,Worker (A rating),Skilled Worker
27706,Hot Pot Digital Limited,London,,Worker (A rating),Skilled Worker
27708,Hot Spots Movement,London,,Worker (A rating),Skilled Worker
27709,Hot Stone,London,,Worker (A rating),Skilled Worker
27716,Hotel Rafayel Limited,London,,Worker (A rating),Skilled Worker
27719,Hotel Shepherds Bush Ltd,London,,Worker (A rating),Skilled Worker
27723,Hotelmap.Com Limited,London,,Worker (A rating),Skilled Worker
27729,Hotwire Public Relations Limited,London,,Worker (A rating),Skilled Worker
27730,Hotwire Public Relations Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27732,Houlder Limited,London,,Worker (A rating),Skilled Worker
27733,Houlihan Lokey EMEA LLP,London,,Worker (A rating),Skilled Worker
27734,Houlihan Lokey EMEA LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27735,Houlihan Lokey UK Limited,London,,Worker (A rating),Skilled Worker
27740,Hounslow Enforcement Ltd trading as Parking Control,London,,Worker (A rating),Skilled Worker
27745,House + Holme Limited,London,,Worker (A rating),Skilled Worker
27748,House of Borse,London,,Worker (A rating),Skilled Worker
27750,House of Computers Ltd,London,,Worker (A rating),Skilled Worker
27755,House of Greenland Ltd,London,,Worker (A rating),Skilled Worker
27756,House of Greenland,London,,Worker (A rating),Skilled Worker
27759,House of Kaizen Ltd,London,,Worker (A rating),Skilled Worker
27760,House of Lords,London,,Worker (A rating),Skilled Worker
27761,House of Praise Trust,London,,Worker (A rating),Tier 2 Ministers of Religion
27774,HOUSE TAGINE LTD,London,,Worker (A rating),Skilled Worker
27775,Houseline Limited,London,,Worker (A rating),Skilled Worker
27777,houseUP LTD,London,,Worker (A rating),Skilled Worker
27779,Houst Limited,London,,Worker (A rating),Skilled Worker
27780,Houthoff London BV,London,,Worker (A rating),Skilled Worker
27781,Houthoff London BV,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27782,Houthoff London BV,London,,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee
27784,Houzen (UK) Ltd,London,,Worker (A rating),Skilled Worker
27785,Houzz UK Ltd,London,,Worker (A rating),Skilled Worker
27786,Houzz UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27787,Hovarda UK Limited T/A Hovarda,London,,Worker (A rating),Skilled Worker
27789,How & How Ltd,London,London,Worker (A rating),Skilled Worker
27792,Howard Kennedy Services Limited,London,London,Worker (A rating),Skilled Worker
27801,Howe Robinson Partners (UK) Limited,London,,Worker (A rating),Skilled Worker
27802,Howe Robinson Partners (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27806,Howlader & Co,London,,Worker (A rating),Skilled Worker
27811,Hoxton Farms Ltd,London,,Worker (A rating),Skilled Worker
27819,HP Landscapes Ltd,London,,Worker (A rating),Skilled Worker
27821,HP8 PROPERTY LTD,London,,Worker (A rating),Skilled Worker
27825,HPI UK Holding Ltd,London,,Worker (A rating),Skilled Worker
27827,HPREF Mets London Ltd,London,,Worker (A rating),Skilled Worker
27828,HPS Investment Partners (UK) LLP,London,,Worker (A rating),Skilled Worker
27829,HPS Investment Partners (UK) LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27833,HR Path UK Ltd,London,,Worker (A rating),Skilled Worker
27845,HRTSVC Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27846,HRTSVC Ltd,London,,Worker (A rating),Skilled Worker
27851,HSBC Holdings plc,London,,Worker (A (Premium)),Skilled Worker
27852,HSBC Holdings plc,London,,Worker (A (Premium)),Global Business Mobility: Senior or Specialist Worker
27853,HSBC Holdings plc,London,,Temporary Worker (A (Premium)),Global Business Mobility: Graduate Trainee
27854,HSF London Ltd,London,,Worker (A rating),Skilled Worker
27855,HSF London Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27857,HSM Delivery and Hospitality Tourism Ltd,London,,Worker (A rating),Skilled Worker
27862,HSPG,London,,Worker (A rating),Skilled Worker
27866,HTA Design LLP,London,,Worker (A rating),Skilled Worker
27873,HU Investments Ltd,London,,Worker (A rating),Skilled Worker
27874,Hua Nan Commercial Bank Ltd,London,,Worker (A rating),Skilled Worker
27875,Hua Nan Commercial Bank Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27877,Huang Builders Limited,London,,Worker (A rating),Skilled Worker
27881,Hub Platform Technology Partners Ltd,London,,Worker (A rating),Skilled Worker
27882,Hub Productions Limited,London,,Worker (A rating),Skilled Worker
27889,Huble Digital Limited,London,,Worker (A rating),Skilled Worker
27893,HubSpot UK Holdings Limited,London,,Worker (A rating),Skilled Worker
27894,HubSpot UK Holdings Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27899,Hudl UK Limited,London,,Worker (A rating),Skilled Worker
27900,Hudl UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27905,Hudson Advisors UK Ltd.,London,,Worker (A rating),Skilled Worker
27906,Hudson Advisors UK Ltd.,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27908,Hudson River Trading Europe Ltd.,London,,Worker (A rating),Skilled Worker
27909,Hudson River Trading Europe Ltd.,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27912,Hudson Sandler LLP,London,,Worker (A rating),Skilled Worker
27913,Hudson Shoes Agencies,London,,Worker (A rating),Skilled Worker
27914,Hue & Cry Limited,London,,Worker (A rating),Skilled Worker
27916,Huge UK Limited,London,,Worker (A rating),Skilled Worker
27917,Huge UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27920,Hughes Electronics Ltd,London,London,Worker (A rating),Skilled Worker
27921,Hughes Fowler Carruthers,London,,Worker (A rating),Skilled Worker
27926,HUGO BOSS UK Ltd,London,,Worker (A rating),Skilled Worker
27927,HUGO BOSS UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27948,Hult Recruiting Services,London,,Worker (A rating),Skilled Worker
27949,Hult Recruiting Services,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27950,Hult Support Services Ltd,London,,Worker (A rating),Skilled Worker
27951,HUMA THERAPEUTICS LIMITED,London,,Worker (A rating),Skilled Worker
27953,Human After All Limited,London,,Worker (A rating),Skilled Worker
27957,Human Capital Search Ltd,London,,Worker (A rating),Skilled Worker
27958,Human Capital Search Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27963,Human Rights Project Management Ltd,London,,Worker (A rating),Skilled Worker
27964,"Human Rights Watch, London Branch",London,,Worker (A rating),Skilled Worker
27965,"Human Rights Watch, London Branch",London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27966,Human Security UK Limited,London,,Worker (A rating),Skilled Worker
27967,Human Security UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27968,Humanising Autonomy,London,London,Worker (A rating),Skilled Worker
27970,Humanitarian Operations,London,,Worker (A rating),Skilled Worker
27971,Humanitarian Operations,London,,Temporary Worker (A rating),Charity Worker
27972,Humanlearning Limited,London,,Worker (A rating),Skilled Worker
27973,humanloop ltd,London,,Worker (A rating),Skilled Worker
27974,Humatica Ltd,London,England,Worker (A rating),Skilled Worker
27981,Humble Group Ltd t/a Humble Grape,London,,Worker (A rating),Skilled Worker
27982,Humble Pie Productions Limited t/a Studio Ramsay,London,,Temporary Worker (A rating),Creative Worker
27984,Hume Brophy Communications (UK) Ltd,London,,Worker (A rating),Skilled Worker
27985,Hume Brophy Communications Unlimited,London,,Worker (A rating),Skilled Worker
27988,Hummingbird Heymaa Trading Ltd,London,,Worker (A rating),Skilled Worker
27989,Hummingbird Resources PLC,London,,Worker (A rating),Skilled Worker
27990,Hummingbird UK Partners Limited,London,,Worker (A rating),Skilled Worker
27991,Hummingbird UK Partners Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
27993,Humn.ai Ltd,London,City of London,Worker (A rating),Skilled Worker
27995,Humphreys Law Limited,London,,Worker (A rating),Skilled Worker
27996,Humphries Kerstetter LLP,London,,Worker (A rating),Skilled Worker
28000,Hungarian DentaCare Ltd,London,,Worker (A rating),Skilled Worker
28003,Hungry Man Limited,London,,Temporary Worker (A rating),Creative Worker
28005,Hungry Station Ltd T/A Himalaya Indian Restaurant & Bar,London,,Worker (A rating),Skilled Worker
28012,Hunter Boot Ltd,London,,Worker (A rating),Skilled Worker
28013,Hunter Boot Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28018,Hunter Healthcare Resourcing Ltd,London,,Worker (A rating),Skilled Worker
28021,Hunters & Frankau Limited,London,,Worker (A rating),Skilled Worker
28031,Hunton Andrews Kurth (UK) LLP,London,,Worker (A rating),Skilled Worker
28032,Hunton Andrews Kurth (UK) LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28035,Huntsworth Health Limited,London,,Worker (A rating),Skilled Worker
28036,Huntsworth Health Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28038,Huobi Technology Europe Limited,London,,Worker (A rating),Skilled Worker
28039,HUP TECHNOLOGY LIMITED,London,,Worker (A rating),Skilled Worker
28040,Huq Industries Limited,London,"London, City of",Worker (A rating),Skilled Worker
28043,Huron Consulting Services UK Ltd,London,,Worker (A rating),Skilled Worker
28044,Huron Consulting Services UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28045,HURR Limited,London,,Worker (A rating),Skilled Worker
28047,Hurst Publishers,London,,Worker (A rating),Skilled Worker
28050,Hurtigruten UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28051,Hurtigruten UK Limited,London,,Worker (A rating),Skilled Worker
28052,Husain Bulman and Co- Chartered Accountants,London,,Worker (A rating),Skilled Worker
28057,Hush Brasseries Ltd,London,,Worker (A rating),Skilled Worker
28058,Hush Project Management & Consulting Limited,London,,Worker (A rating),Skilled Worker
28063,HUT Architecture,London,London,Worker (A rating),Skilled Worker
28065,Hutch Games Ltd,London,,Worker (A rating),Skilled Worker
28073,Hutchison Whampoa (Europe) Limited,London,,Worker (A rating),Skilled Worker
28074,Hutchison Whampoa (Europe) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28079,Hux Health Limited T/A HUX,London,,Worker (A rating),Skilled Worker
28080,Hux London Limited,London,,Worker (A rating),Skilled Worker
28081,Huxley Agency Limited,London,,Worker (A rating),Skilled Worker
28085,HV Recognition Limited,London,,Worker (A rating),Skilled Worker
28087,hVIVO Services Ltd,London,,Worker (A rating),Skilled Worker
28088,HW Fisher Forensic Limited,London,,Worker (A rating),Skilled Worker
28090,HWH Restaurants (EY) Limited,London,,Worker (A rating),Skilled Worker
28091,HWKA Limited,London,,Worker (A rating),Skilled Worker
28093,Hyatt Holdings (UK) Ltd,London,,Worker (A rating),Skilled Worker
28094,HyBird Limited,London,Camden,Worker (A rating),Skilled Worker
28097,Hyde Academy Ltd,London,,Worker (A rating),Skilled Worker
28098,Hyde Farm Limited,London,,Worker (A rating),Skilled Worker
28099,Hyde Global Education Ltd,London,England,Worker (A rating),Skilled Worker
28100,Hyde Global Ltd,London,,Worker (A rating),Skilled Worker
28101,Hyde Housing Association,London,,Worker (A rating),Skilled Worker
28102,Hyde Park Special Opportunities Limited,London,,Worker (A rating),Skilled Worker
28104,Hyderabad Paradise,London,Newham,Worker (A rating),Skilled Worker
28130,Hyland Software UK Ltd,London,London,Worker (A rating),Skilled Worker
28131,Hyland Software UK Ltd,London,London,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28135,Hylink (UK) Digital Solution Limited,London,,Worker (A rating),Skilled Worker
28136,Hylink (UK) Digital Solution Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28138,Hymans Robertson LLP,London,,Worker (A rating),Skilled Worker
28145,HYOSUNG TNS UK BRANCH,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28146,HYOSUNG TNS UK BRANCH,London,,Worker (A rating),Skilled Worker
28150,Hyper Apps Ltd,London,,Worker (A rating),Skilled Worker
28154,Hyperglance Limited,London,,Worker (A rating),Skilled Worker
28155,Hypergood Limited t/a Royal Gourmet,London,,Worker (A rating),Skilled Worker
28157,Hyperjar Limited,London,,Worker (A rating),Skilled Worker
28159,HYPEROPTIC LTD,London,,Worker (A rating),Skilled Worker
28160,HYPEROPTIC LTD,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28165,Hyphenate Life Limited,London,,Worker (A rating),Skilled Worker
28186,"Hyundai Heavy Industries Co., Ltd",London,,Worker (A rating),Skilled Worker
28187,"Hyundai Heavy Industries Co., Ltd",London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28188,Hyundai Marine & Fire Insurance,London,City of London,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28191,"Hyundai Oilbank Co., Ltd. London Branch",London,,Worker (A rating),Skilled Worker
28192,"Hyundai Oilbank Co., Ltd. London Branch",London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28194,Hyve International Events Limited,London,,Worker (A rating),Skilled Worker
28195,Hyve International Events Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28204,I CAN,London,,Worker (A rating),Skilled Worker
28205,I CAN,London,,Temporary Worker (A rating),Charity Worker
28210,I Fix All Ltd,London,,Worker (A rating),Skilled Worker
28211,I Heart Studios Creative Image Solutions Limited,London,,Worker (A rating),Skilled Worker
28220,I Squared Capital Advisors (UK) LLP,London,,Worker (A rating),Skilled Worker
28221,I Squared Capital Advisors (UK) LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28227,I.S.O.D.T LIMITED,London,,Worker (A rating),Skilled Worker
28228,I.T. Associates Ltd.,London,,Worker (A rating),Skilled Worker
28229,I.T. Nowhere (UK) Limited,London,,Worker (A rating),Skilled Worker
28230,I.T.A Tax Accounting,London,,Worker (A rating),Skilled Worker
28237,IA Global Capital Limited,London,,Worker (A rating),Skilled Worker
28249,IAM Capital Group plc,London,London,Worker (A rating),Skilled Worker
28251,IAME Ltd,London,,Worker (A rating),Skilled Worker
28253,IANS Solicitors Ltd.,London,,Worker (A rating),Skilled Worker
28262,IBERICA FOOD & CULTURE LIMITED,London,,Worker (A rating),Skilled Worker
28265,IBIS Capital Ltd,London,,Worker (A rating),Skilled Worker
28269,IBISWorld Ltd,London,,Worker (A rating),Skilled Worker
28270,IBISWorld Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28271,i-Bitz Solutions Limited,London,,Worker (A rating),Skilled Worker
28277,IBP Markets Ltd,London,,Worker (A rating),Skilled Worker
28281,IBS VP Limited,London,London,Worker (A rating),Skilled Worker
28282,IBSECAD LTD,London,,Worker (A rating),Skilled Worker
28284,Ibstock Place School,London,,Worker (A rating),Skilled Worker
28288,iC Consult UK Limited,London,,Worker (A rating),Skilled Worker
28289,IC Publications Ltd,London,,Worker (A rating),Skilled Worker
28293,ICARE DENTAL LTD,London,,Worker (A rating),Skilled Worker
28301,ICAREER CONSULTANCY UK LTD,London,,Worker (A rating),Skilled Worker
28303,ICAS Digital Health Limited,London,,Worker (A rating),Skilled Worker
28304,ICBC (London) plc,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28305,ICBC Standard Bank PLC,London,,Worker (A rating),Skilled Worker
28306,ICBC Standard Bank PLC,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28310,ICC RETAIL INVESTMENT LTD,London,,Worker (A rating),Skilled Worker
28314,ICE Clear Europe Limited,London,,Worker (A rating),Skilled Worker
28315,ICE Clear Europe Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28316,ICE Data Services Europe Limited,London,,Worker (A rating),Skilled Worker
28317,ICE Data Services Europe Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28318,ICE Futures EUrope,London,,Worker (A rating),Skilled Worker
28319,ICE Futures EUrope,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28327,Icebrg Limited,London,,Worker (A rating),Skilled Worker
28330,Icen Risk Limited,London,,Worker (A rating),Skilled Worker
28332,Iceni Labs Limited,London,,Worker (A rating),Skilled Worker
28334,Icertis Group Limited,London,,Worker (A rating),Skilled Worker
28335,Icertis Group Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28337,ICF Consulting Services Limited,London,,Worker (A rating),Skilled Worker
28338,ICF Consulting Services Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28339,ICG Medical Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28340,ICG Medical Limited,London,,Worker (A rating),Skilled Worker
28342,Ichibanya UK Ltd,London,,Worker (A rating),Skilled Worker
28343,Ichibanya UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28344,ICICI Bank UK PLC,London,,Worker (A rating),Skilled Worker
28345,ICICI Bank UK PLC,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28346,iCIMS International LLC,London,,Worker (A rating),Skilled Worker
28353,ICM CAPITAL LIMITED,London,England,Worker (A rating),Skilled Worker
28355,ICMP MANAGEMENT LIMITED,London,,Worker (A rating),Skilled Worker
28358,Icon Books Ltd,London,UK,Worker (A rating),Skilled Worker
28359,Icon Books Ltd,London,UK,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28365,Icon Global Services Ltd,London,,Worker (A rating),Skilled Worker
28367,iCON Infrastructure LLP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28368,iCON Infrastructure LLP,London,,Worker (A rating),Skilled Worker
28369,Icon Solutions Ltd,London,,Worker (A rating),Skilled Worker
28373,Iconic London (Holdings) Limited,London,,Worker (A rating),Skilled Worker
28375,ICONIQ Capital (UK) Limited,London,,Worker (A rating),Skilled Worker
28376,ICONIQ Capital (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28381,Iconoclast Content Limited,London,,Worker (A rating),Skilled Worker
28382,Iconoclast Content Limited,London,,Temporary Worker (A rating),Creative Worker
28383,Icons of Denmark Limited,London,,Worker (A rating),Skilled Worker
28385,iCOVER (Screening) Ltd,London,,Worker (A rating),Skilled Worker
28386,iCOVER (Screening) Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28388,Icreon UK Ltd,London,,Worker (A rating),Skilled Worker
28389,Icreon UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28396,ICTS Europe Systems Limited,London,,Worker (A rating),Skilled Worker
28397,ICTS UK Ltd,London,,Worker (A rating),Skilled Worker
28401,ICX4 Ltd,London,,Worker (A rating),Skilled Worker
28402,iCyberDefence Limited,London,,Worker (A rating),Skilled Worker
28413,IDC UK Limited,London,,Worker (A rating),Skilled Worker
28414,IDC UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28419,ideal letting homes,London,Choose One,Worker (A rating),Skilled Worker
28421,Ideal Property Consultant,London,,Worker (A rating),Skilled Worker
28428,iDee Limited,London,,Worker (A rating),Skilled Worker
28431,iDentical Dental Laboratory LTD,London,,Worker (A rating),Skilled Worker
28435,IDEO LP,London,,Worker (A rating),Skilled Worker
28436,IDEO LP,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28441,IDG Communications Ltd,London,,Worker (A rating),Skilled Worker
28442,IDG Communications Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28443,IDG Security UK Ltd,London,,Worker (A rating),Skilled Worker
28450,IDNOW UK Limited,London,,Worker (A rating),Skilled Worker
28451,IDOM (UK) LTD,London,,Worker (A rating),Skilled Worker
28452,IDOM (UK) LTD,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28453,IDOM (UK) LTD,London,,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee
28454,Idomoo UK Limited,London,,Worker (A rating),Skilled Worker
28455,IDP Connect Ltd,London,,Worker (A rating),Skilled Worker
28456,IDP Connect Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28462,IEA Coal Research ltd,London,,Worker (A rating),Skilled Worker
28465,IELTS Medical LTD,London,,Worker (A rating),Skilled Worker
28466,IEMS LONDON LIMITED,London,,Worker (A rating),Skilled Worker
28467,IES London,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28468,Iesis Special Structures Ltd,London,London,Worker (A rating),Skilled Worker
28472,IFAST Global Bank Limited,London,,Worker (A rating),Skilled Worker
28473,IFF Research Ltd,London,,Worker (A rating),Skilled Worker
28474,Ifield Cricket Club,London,,Worker (A rating),International Sportsperson
28475,IFIMI Limited,London,,Worker (A rating),Skilled Worker
28476,IFIMI Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28480,IFL Furniture Contracts Limited,London,,Worker (A rating),Skilled Worker
28484,IFM Investors (UK) Ltd,London,,Worker (A rating),Skilled Worker
28485,IFM Investors (UK) Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28486,IFPI Secretariat,London,,Worker (A rating),Skilled Worker
28487,IFPI Secretariat,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28490,Ifte and Iqram Ltd,London,,Worker (A rating),Skilled Worker
28492,IG Group Holdings plc,London,,Worker (A rating),Skilled Worker
28493,IG Group Holdings plc,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28497,IG4 Capital Advisors LLP,London,,Worker (A rating),Skilled Worker
28500,iGene Entertainment Services Private Limited,London,,Worker (A rating),Skilled Worker
28508,Iglu Network Ltd.,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
28509,Iglu Network Ltd.,London,,Worker (A rating),Skilled Worker
28510,Iglu.com Ltd,London,,Worker (A rating),Skilled Worker
28511,IGN Estates Ltd,London,,Worker (A rating),Skilled Worker
28512,IGNAS LTD,London,,Worker (A rating),Skilled Worker
28515,IGNITER100 UK LTD,London,,Worker (A rating),Skilled Worker
28517,Ignition Creative London Ltd,London,,Worker (A rating),Skilled Worker
28519,IGNYTO LIMITED,London,,Worker (A rating),Skilled Worker
28521,IGR London Limited,London,,Worker (A rating),Skilled Worker
28524,IGT UK Interactive Limited,London,,Worker (A rating),Skilled Worker
